Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Netherlands,NLD,24370.4811661902,27390.0448517669,30077.6433411316,31052.50088442,35485.4121381109,38440.8424388531,46135.9230719291,46761.660729567,46512.2862704562,46424.7887740823,47203.2349619227,48110.449770113,49723.35516359,51450.3227074513,52121.1956176542,49900.1960021781,50341.251919716,50940.5857116201,50215.9537467881,49820.098263954,50143.0894607736,50925.2938315217,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,New Zealand,NZL,..,..,22542.8200259744,25156.7953133469,25423.553246597,26965.1484947898,29603.4125126912,30440.634818347,31374.4891877212,32187.638648629,32920.7944459649,33658.2045233112,34223.3055216556,34876.9596583476,34129.426055407,33608.2591638471,33692.1695969513,34336.3179250781,35083.105846438,35364.3301218825,35939.454641404,36463.5305765862,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nicaragua,NIC,2187.56376677582,2403.34072954675,1671.4610739253,1511.6857257536,1143.26683023086,1122.1698078247,1315.53212683742,1334.8437349981,1326.44776405617,1341.94376704368,1394.91111964702,1435.81944684179,1475.9848041311,1533.79684482132,1557.11963336666,1494.89753463999,1523.48146882139,1598.89409424797,1668.38884571865,1723.89506946488,1782.13236472218,1849.02908590582,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Niger,NER,607.677904494273,464.581847738876,519.565292155742,395.333650706444,387.367498270459,339.616817752919,325.836474152351,336.461656830562,334.10686995772,339.155617048819,327.235590130138,329.550468420773,335.956651321143,333.835552048832,352.322220484021,336.707755244972,351.006218346786,345.249725618257,370.94808044973,375.111175576095,385.696976682088,383.830732134747,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nigeria,NGA,1611.8557432902,1866.10346022399,1950.79521572811,1484.30659274982,1369.44373189587,1238.000252986,1281.56319431797,1304.77057374963,1320.29576044311,1420.34949424581,1851.31531983451,1866.0067928241,1966.9997191425,2046.55837460727,2117.84419670339,2205.00377515843,2314.96353665347,2363.6709577803,2399.33481033819,2461.80420945735,2548.42658779454,2548.17368034217,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Norway,NOR,32276.0784762956,39614.7514178452,48551.7805921998,56620.1683528991,60285.4659538796,70477.3426807146,81732.4505232649,83015.6772144691,83756.2907842348,84032.3905152213,86844.5541813697,88519.0440587358,89912.0876362676,91593.6302344921,90806.7929356167,88213.8885557811,87646.2700974708,87354.8303049109,88584.8285936611,88394.2308523605,89338.7451700542,89741.2139379301,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Oman,OMN,9239.17072890742,9995.58455543611,9907.37386673501,15472.963983994,14903.16699167,16388.0656753133,18937.1016921484,19497.3800822531,18862.349230737,17882.6642552685,17646.7227598116,17662.7318710981,18272.7562118347,18789.2897989879,19881.3094260275,20257.9606657235,19920.6495686354,18069.0050657711,17519.0659732282,16519.0876033235,15676.4892329318,15305.6679626922,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Pakistan,PAK,473.049073975467,481.431547035727,556.283257860326,653.965756372206,742.290721397905,816.86153037514,850.306316417604,848.556159385324,857.767028112257,881.137194525724,927.073250126155,978.053264698085,1017.45584052348,1044.97375116946,1041.05892204231,1048.52579162254,1043.30020503812,1049.5945096142,1063.60577998683,1086.77341681211,1114.57588733318,1152.1405305869,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Palau,PLW,..,..,..,..,..,10189.9023370577,9862.08189336025,10165.9216562321,10742.1604657189,9996.37418419145,10634.1208535926,10712.6409110889,10364.2496374924,10304.1574518265,9675.92851151436,8747.18939876383,8978.9936492428,9369.46650930585,9599.41116550686,9292.56257213914,9606.36233447733,10410.0876647686,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Panama,PAN,3749.57649351106,4105.95694053012,4317.54314158349,4558.89121637407,3959.72558679917,4669.06411396775,5293.44551301282,5223.57924632089,5241.7881456972,5363.68990596336,5664.38755160418,5964.37258970229,6359.39012420485,7205.85272976474,7691.54924926057,7681.17567431606,7987.06037222421,8781.08270852569,9433.28603320685,9894.5062510819,10325.635996936,10750.9368467424,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Papua New Guinea,PNG,1238.7623008701,1306.06210184629,1200.63316791588,1123.737765715,1052.28582671235,1400.99148689097,1216.41809737141,1184.35689329477,1153.09778682151,1149.12966336233,1151.68919416926,1195.21205675957,1193.37385624167,1248.42965036674,1299.86819302991,1348.05395945975,1418.92359069215,1535.84948938745,1624.40120490272,1678.23049979465,1783.69210040714,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Paraguay,PRY,1297.65733663461,1608.67532432328,2369.12412562362,2301.80055675629,2671.12536731416,2937.57452405461,2692.50342102075,2618.72479910393,2569.68998128618,2633.2365468308,2694.05854808041,2707.97513864572,2796.03101445889,2906.43521218595,3049.86691570023,2890.33875516108,3225.59175373637,3320.80110294056,3235.75205370423,3640.56200111487,3761.94973847947,3824.81025403394,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Peru,PER,3318.20244883726,3708.17403295668,3749.99840899062,3323.12094588058,2695.86130581454,3159.43764527565,3330.45114294239,3306.81481034476,3442.57731757211,3541.19067381053,3671.05771303914,3854.13573482501,4093.95916006498,4388.87060525594,4731.73728560349,4722.11225023232,5056.2953131981,5312.67964080391,5554.35647262463,5801.28100880813,5861.4131177274,5974.4772454283,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Philippines,PHL,1256.99676434055,1442.71668393812,1687.28898636458,1380.68186647685,1525.81267421356,1506.58439141527,1608.42501526262,1620.2058405011,1644.37037021298,1691.20670154498,1769.82591247709,1821.1200509119,1884.84000609639,1978.5491178421,2030.32422029927,2023.50365909747,2145.24000707339,2189.33977741314,2298.79144333364,2421.77312873391,2529.6579244432,2635.04049789645,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Poland,POL,..,..,..,..,5953.03346010542,6546.04309157261,8594.98303819577,8700.97852503746,8830.66640348353,9151.43627222706,9627.05394258473,9972.91313980243,10597.2180799958,11366.5671182121,11810.5688980258,12113.4694424248,12597.4587924553,13221.2930348209,13427.8029593749,13605.8350830655,14062.9734675565,14580.9280278595,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Portugal,PRT,8770.83280848872,10374.4208647153,12387.6280554831,12614.5405172647,16688.2585401178,18081.6234629532,21514.7405054951,21778.7045010858,21826.2750557511,21541.3519337897,21879.2094056451,22006.1095729571,22307.6118952116,22818.6800710461,22831.2070131247,22130.1629255088,22539.9960076117,22160.7946538119,21354.5014952699,21229.3531431236,21537.4628307345,21961.3872995745,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Puerto Rico,PRI,11265.747578686,12676.4965811985,16028.658811831,16160.0442995906,19393.2061366772,21966.8564208958,24924.1465937967,27320.4700879187,27769.1073066438,28082.7868056127,28571.4543693811,28775.3877857369,28640.4372250234,27850.5637359278,27510.5109009275,27007.8569098663,26435.7330836866,26237.6551341103,25820.7971011912,25967.5732461235,..,..,..
