Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Population, total",SP.POP.TOTL,Tunisia,TUN,5127000,5611000,6384000,7260361,8154400,8957500,9552500,9650600,9748900,9839800,9932400,10029000,10127900,10225100,10328900,10439600,10547100,10673800,10777500,10886500,10996600,11107800,..
"Population, total",SP.POP.TOTL,Turkey,TUR,34772031,39185637,43905790,49178079,53994605,58522320,63240157,64182694,65125766,66060121,66973561,67860617,68704721,69515492,70344357,71261307,72310416,73517002,74849187,76223639,77523788,78665830,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,2188499,2520002,2861000,3229499,3668000,4188010,4501419,4551762,4600172,4648036,4696876,4747839,4801594,4858235,4917541,4978960,5041995,5106672,5172941,5240088,5307188,5373502,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,5632,6546,7525,9502,11550,15334,18876,20186,21740,23412,25025,26450,27642,28638,29481,30247,30993,31727,32430,33103,33740,34339,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,7296,7685,8051,8648,9004,9227,9419,9471,9530,9590,9646,9694,9732,9764,9788,9808,9827,9844,9860,9876,9893,9916,..
"Population, total",SP.POP.TOTL,Uganda,UGA,9446024,10827071,12547754,14631089,17384369,20412967,23757636,24534668,25355794,26217760,27114742,28042413,29000925,29991958,31014427,32067125,33149417,34260342,35400620,36573387,37782971,39032383,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,47086758,48758986,49968811,50917000,51892000,51512299,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45362900,45198200,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,235434,531265,1016789,1350433,1811458,2350192,3050128,3217865,3394060,3625798,3975945,4481976,5171255,6010100,6900142,7705423,8329453,8734722,8952542,9039978,9086139,9156963,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,55663250,56225800,56314216,56550268,57247586,58019030,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65138232,..
"Population, total",SP.POP.TOTL,United States,USA,205052000,215973000,227225000,237924000,249623000,266278000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309346863,311718857,314102623,316427395,318907401,321418820,..
"Population, total",SP.POP.TOTL,Uruguay,URY,2809799,2830172,2915775,3011907,3109987,3224807,3321242,3327105,3327770,3325637,3324096,3325608,3331041,3339750,3350832,3362761,3374414,3385610,3396753,3407969,3419516,3431555,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,11972994,13980997,15951899,18174143,20510000,22785000,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31299500,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,85388,99879,115634,130028,146633,168236,185058,189288,193957,198963,204144,209375,214635,219956,225335,230782,236299,241876,247498,253165,258883,264652,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,11587758,13360988,15343917,17508059,19861959,22188671,24481477,24940223,25399143,25857553,26314483,26769115,27221228,27670659,28116716,28558607,28995745,29427631,29854238,30276045,30693827,31108083,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,42729000,48030000,53700000,58868000,66016700,71995500,77630900,78620500,79537700,80467400,81436400,82392100,83311200,84218500,85118700,86025000,86932500,87860300,88809200,89759500,90728900,91703800,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,63000,94000,97000,107000,103963,107817,108639,108386,108208,108085,107950,107863,107700,107423,107091,106707,106267,105784,105275,104737,104170,103574,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,WBG,..,..,..,..,1978248,2474666,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3596688,3702218,3811102,3927051,4046901,4169506,4294682,4422143,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,6156234,6793979,8059381,9774242,11961099,15266147,17795219,18306287,18832097,19374012,19931617,20504385,21093973,21701105,22322699,22954226,23591972,24234940,24882792,25533217,26183676,26832215,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,4185378,4983017,5929497,7017292,8143142,9253527,10585220,10861238,11139978,11426006,11725635,12043591,12381509,12738676,13114579,13507849,13917439,14343526,14786581,15246086,15721343,16211767,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,5206311,6170284,7289083,8862601,10484771,11683136,12499981,12603988,12691431,12774162,12867828,12984418,13127942,13297798,13495462,13720997,13973897,14255592,14565482,14898092,15245855,15602751,..
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/14/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
